diagnostics/gate_mean,loop/frames,loop/update,loss/approx_kl,loss/clipfrac,loss/entropy,loss/policy_loss,loss/pred_loss,loss/value_loss,optim/lr,perf/elapsed_sec,perf/eta_sec,perf/fps,perf/updates_per_sec,time/elapsed_sec,train/len50,train/ret50
0.0,43008,21,0.002445963444188237,0.04151348024606705,1.747062087059021,-0.0024076784029603004,0.0,4.698529243469238,0.0003,326.4529983829707,450.81604538600715,131.74331439145237,0.06432779023020135,333.935631,977.925,-16.943741184473037
0.0,45056,22,0.0050390176475048065,0.02734375,1.7316203117370605,-0.006372153293341398,0.0,2.999933958053589,0.0003,340.18134769052267,432.958078878847,132.44700306434598,0.06467138821501268,347.663963,978.4634146341464,-16.83651789804784
0.0,47104,23,0.003778233425691724,0.084228515625,1.7145187854766846,-0.0035524885170161724,0.0,1.92937171459198,0.0003,353.27102849446237,414.7094682326298,133.33671940420206,0.06510582002158304,360.753656,978.9761904761905,-17.346005127543496
0.0,49152,24,0.0022802280727773905,0.0366847850382328,1.6726597547531128,-0.006121787708252668,0.0,4.440369606018066,0.0003,366.7820405755192,397.3472106234791,134.00874242063597,0.06543395626007616,374.264679,981.6041666666666,-13.724517211318016
0.0,51200,25,0.005205804482102394,0.0260416679084301,1.6238172054290771,-0.006050452124327421,0.0,4.751308917999268,0.0003,380.6272135414183,380.6272135414183,134.51481706635414,0.06568106302068073,388.109839,981.9795918367347,-14.697549883200198
0.0,53248,26,0.004816874861717224,0.03500601276755333,1.4897857904434204,-0.002025339286774397,0.0,8.409807205200195,0.0003,394.08494753949344,363.77072080568627,135.1180762738057,0.0659756231805692,401.567571,981.9795918367347,-14.697549883200198
0.0,55296,27,0.003207576461136341,0.0462239608168602,1.4753460884094238,-0.003310013096779585,0.0,10.52724838256836,0.0003,408.38438935764134,347.8829983416945,135.4018455185727,0.06611418238211558,415.867057,985.46,-7.064683938026429
0.0,57344,28,0.00938214361667633,0.06010584533214569,1.5247071981430054,-0.0010551243321970105,0.0,8.878035545349121,0.0003,422.8514577951282,332.24043112474357,135.61263404177078,0.06621710646570839,430.33411,987.66,8.416053099632263
0.0,59392,29,0.0028966416139155626,0.0398995541036129,1.4204546213150024,0.0004315996484365314,0.0,7.948669910430908,0.0003,436.4977879822254,316.084605090577,136.06483614624526,0.06643790827453382,443.980401,987.66,12.695452589988708
0.0,61440,30,0.004065180197358131,0.05429687723517418,1.3421615362167358,0.003820020705461502,0.0,2.950589895248413,0.0003,450.1240854430944,300.0827236287295,136.4956952692712,0.06664828870569883,457.606755,987.66,12.695452589988708
0.0,63488,31,0.004199685994535685,0.01851222850382328,1.3884884119033813,-0.0033222343772649765,0.0,2.6927947998046875,0.0003,463.83440203778446,284.28560124896467,136.87643633390564,0.06683419742866487,471.317026,1000.0,15.145731444358825
0.0,65536,32,0.003568398067727685,0.0451388880610466,1.4943722486495972,-0.004379974212497473,0.0,6.917519569396973,0.0003,477.88223022967577,268.8087545041926,137.1383907045521,0.06696210483620708,485.364854,1000.0,27.373546347618102
0.0,67584,33,0.0025509302504360676,0.05487060546875,1.4377597570419312,-0.0011098722461611032,0.0,5.4065632820129395,0.0003,491.9772599488497,253.44283088274074,137.37220294902784,0.067076270971205,499.459881,1000.0,27.261607604026793
0.0,69632,34,0.004509575664997101,0.0535888671875,1.3622498512268066,-0.003675248473882675,0.0,2.8714194297790527,0.0003,504.7322877626866,237.52107659420545,137.9582834073404,0.06736244306999042,512.214934,1000.0,27.261607604026793
0.0,71680,35,0.0068171219900250435,0.0675101950764656,1.3613890409469604,-0.008030359633266926,0.0,6.322108745574951,0.0003,518.6491594109684,222.2782111761293,138.20517916467313,0.06748299763900055,526.131809,1000.0,30.659545378684996
0.0,73728,36,0.005391675513237715,0.04731721803545952,1.376745581626892,-0.0036839409731328487,0.0,9.620834350585938,0.0003,532.9999896362424,207.27777374742757,138.32645672341815,0.06754221519698152,540.482661,1000.0,31.10483832836151
0.0,75776,37,0.0025922905188053846,0.04607371985912323,1.320068359375,-0.0027550626546144485,0.0,4.733338832855225,0.0003,546.344755185768,191.95896803824283,138.69630719569122,0.0677228062478961,553.827408,1000.0,29.398484530448915
0.0,77824,38,0.004706607665866613,0.0625,1.3307113647460938,0.00032522575929760933,0.0,3.894591808319092,0.0003,559.7950334139168,176.77737897281585,139.02231237277934,0.06788198846327116,567.277689,1000.0,29.398484530448915
0.0,79872,39,0.006633715704083443,0.06351273506879807,1.3526039123535156,-0.0018098735017701983,0.0,2.730055570602417,0.0003,573.6877380535007,161.80936201508993,139.22556593418307,0.06798123336630033,581.170364,1000.0,35.12922397136688
0.0,81920,40,0.005185768008232117,0.027876421809196472,1.3793989419937134,0.0036660372279584408,0.0,9.598027229309082,0.0003,587.2207962926477,146.80519907316193,139.50459608582102,0.0681174785575298,594.703467,1000.0,42.777610039711
0.0,83968,41,0.0036967534106224775,0.04995888099074364,1.3543444871902466,0.0004856171435676515,0.0,6.890417098999023,0.0003,600.3859989829361,131.79204855722986,139.85669243160766,0.06828940060137093,607.868606,1000.0,43.15710695743561
0.0,86016,42,0.007751959376037121,0.05145089328289032,1.360469937324524,-0.0001772367540979758,0.0,7.622786998748779,0.0003,613.4569395910949,116.84894087449426,140.21522041520097,0.06846446309335985,620.939705,1000.0,43.15710695743561
0.0,88064,43,0.005646517500281334,0.0703125,1.2875182628631592,0.0006614226731471717,0.0,7.836350917816162,0.0003,626.3441149294376,101.96299545362938,140.60002784558944,0.06865235734647922,633.826776,1000.0,58.065676555633544
0.0,90112,44,0.009550263173878193,0.0549665205180645,1.240877628326416,-0.0017233422258868814,0.0,11.133831024169922,0.0003,639.6102718375623,87.21958252330396,140.88579243906383,0.06879189083938664,647.092934,1000.0,58.065676555633544
0.0,92160,45,0.006072097923606634,0.09033203125,1.2119536399841309,-0.0025469427928328514,0.0,10.426339149475098,0.0003,652.1878857985139,72.46532064427933,141.30897247065977,0.06899852171418934,659.670523,1000.0,59.75701135635376
0.0,94208,46,0.007510290946811438,0.08056640625,1.3007839918136597,-5.0158239901065826e-05,0.0,2.9378318786621094,0.0003,665.4700400307775,57.866960002676294,141.5661026537618,0.06912407356140712,672.952675,1000.0,59.75701135635376
0.0,96256,47,0.001279299845919013,0.06796875596046448,1.2538981437683105,-0.004774070810526609,0.0,7.751803874969482,0.0003,679.5628578979522,43.37635263178418,141.64399787496106,0.06916210833738333,687.045476,1000.0,82.73238380432129
0.0,98304,48,0.004948711954057217,0.04062500223517418,1.09781014919281,0.0030619509052485228,0.0,13.678417205810547,0.0003,693.1770425010473,28.882376770876967,141.81658360367797,0.06924637871273338,700.659678,1000.0,82.73238380432129
0.0,100352,49,0.007403853815048933,0.08028016984462738,1.0917490720748901,0.0045304009690880775,0.0,13.112885475158691,0.0003,706.1618196014315,14.411465706151663,142.10907077451483,0.06938919471411857,713.644451,1000.0,84.44360954284667
0.0,102400,50,0.006979961413890123,0.048483457416296005,1.1087830066680908,-0.0005746077513322234,0.0,7.354947090148926,0.0003,718.8635654486716,0.0,142.44705799783864,0.06955422753800715,726.346174,1000.0,84.44360954284667
