diagnostics/gate_mean,loop/frames,loop/update,loss/approx_kl,loss/clipfrac,loss/entropy,loss/policy_loss,loss/pred_loss,loss/value_loss,optim/lr,perf/elapsed_sec,perf/eta_sec,perf/fps,perf/updates_per_sec,time/elapsed_sec,train/len50,train/ret50,eval/deterministic,eval/env_steps,eval/episodes_collected,eval/episodes_target,eval/fps,eval/len_mean,eval/len_std,eval/num_envs,eval/ret_mean,eval/ret_std,eval/runtime_sec,eval/seed
0.0,2048,1,0.0035484363324940205,0.0325520820915699,4.258636474609375,-0.007223378401249647,0.0,0.7941052317619324,0.0003,15.813570836558938,7717.022568240763,129.509016095548,0.06323682426540429,20.381622,,,,,,,,,,,,,,
0.0,4096,2,0.0047793323174119,0.06171875074505806,4.259583950042725,0.0033722787629812956,0.0,0.694023072719574,0.0003,27.93102234788239,6801.203941709362,146.64697729227734,0.0716049693809948,32.499074,,,,,,,,,,,,,,
0.0,6144,3,0.007883725687861443,0.0520833358168602,4.259722709655762,0.0010509490966796875,0.0,0.6013238430023193,0.0003,41.0315485522151,6647.110865458847,149.73843826979603,0.07311447181142385,45.599718,,,,,,,,,,,,,,
0.0,8192,4,0.008250497281551361,0.080078125,4.259608745574951,-0.0053833285346627235,0.0,0.7011806964874268,0.0003,53.83082690834999,6526.987762637436,152.18045997969418,0.07430686522446005,58.39891,1000.0,-46.1585259437561,,,,,,,,,,,,
0.0,10240,5,0.004604831803590059,0.0550595261156559,4.251180171966553,0.0007617675000801682,0.0,0.5423623919487,0.0003,66.15781662799418,6404.076649589836,154.78140788078883,0.07557685931679142,70.725915,1000.0,-46.1585259437561,,,,,,,,,,,,
0.0,12288,6,0.00212175864726305,0.04931640625,4.240548610687256,-0.00034386198967695236,0.0,0.7607276439666748,0.0003,78.83699662797153,6346.378228551707,155.86590719566038,0.07610639999788105,83.405025,1000.0,-46.1585259437561,,,,,,,,,,,,
0.0,14336,7,0.0036751709412783384,0.0446428582072258,4.238637447357178,-0.002586869988590479,0.0,0.6352206468582153,0.0003,91.56129240430892,6304.648991268127,156.5727134638539,0.0764515202460224,96.129368,1000.0,-46.1585259437561,,,,,,,,,,,,
0.0,16384,8,0.005150270648300648,0.04635417088866234,4.238149642944336,0.008333486504852772,0.0,0.7503385543823242,0.0003,102.80659294500947,6181.246400818694,159.36721109670162,0.07781602104331134,107.374677,1000.0,-57.673150300979614,,,,,,,,,,,,
0.0,18432,9,0.005267446395009756,0.04758523032069206,4.237713813781738,0.004906982183456421,0.0,0.9961243867874146,0.0003,114.22198631614447,6091.839270194371,161.36998308700194,0.07879393705420017,118.790158,1000.0,-57.673150300979614,,,,,,,,,,,,
0.0,20480,10,-6.120908074080944e-05,0.1083984375,4.237260818481445,-0.0014274120330810547,0.0,0.6593794822692871,0.0003,125.72320699505508,6022.141615063138,162.8975309292382,0.07953981002404209,130.29124,1000.0,-57.673150300979614,,,,,,,,,,,,
0.0,22528,11,0.0035317204892635345,0.05859375,4.237091064453125,0.0028151252772659063,0.0,0.9710667729377747,0.0003,137.50413397327065,5975.179639929397,163.83507425587078,0.0799975948514994,142.072229,1000.0,-57.673150300979614,,,,,,,,,,,,
0.0,24576,12,0.0024592611007392406,0.0505022332072258,4.236184120178223,-0.0129017923027277,0.0,1.1130826473236084,0.0003,149.5389460362494,5944.173104940914,164.34514654157445,0.08024665358475315,154.107017,1000.0,-56.39040697614352,,,,,,,,,,,,
0.0,26624,13,-0.0012866405304521322,0.083984375,4.235408782958984,-0.0036796070635318756,0.0,1.0165913105010986,0.0003,161.98347879946232,5931.087377580312,164.36244114105529,0.0802550982134059,166.551566,1000.0,-56.39040697614352,,,,,,,,,,,,
0.0,28672,14,0.0016539677744731307,0.03359375149011612,4.235194206237793,-0.005224874708801508,0.0,0.594978928565979,0.0003,175.73550366424024,5962.454588608151,163.15428244244055,0.07966517697384792,180.30357,1000.0,-56.39040697614352,,,,,,,,,,,,
0.0,30720,15,0.004911468364298344,0.0458984375,4.2336955070495605,0.002004756359383464,0.0,0.4794948995113373,0.0003,186.99949232675135,5909.1839575253425,164.27852085460088,0.08021412151103559,191.56762,1000.0,-56.39040697614352,,,,,,,,,,,,
0.0,32768,16,0.004103806801140308,0.0463169664144516,4.233283042907715,0.00775486882776022,0.0,1.1088453531265259,0.0003,198.20957035012543,5859.570423475583,165.3199688699051,0.08072264104975835,202.77771,1000.0,-55.10747615247965,,,,,,,,,,,,
0.0,34816,17,0.0036843065172433853,0.0472470261156559,4.233341217041016,-0.004690930712968111,0.0,0.5964242219924927,0.0003,211.19038597494364,5863.638951774906,164.8559892500537,0.08049608850100279,215.758541,1000.0,-55.10747615247965,,,,,,,,,,,,
0.0,36864,18,0.004406570456922054,0.05438702180981636,4.231731414794922,0.006030161865055561,0.0,0.5417965054512024,0.0003,223.5771715324372,5850.2693217654405,164.8826655571661,0.080509114041585,228.145195,1000.0,-55.10747615247965,,,,,,,,,,,,
0.0,38912,19,0.005881286691874266,0.0628255233168602,4.228734970092773,-0.0012581001501530409,0.0,0.5627245903015137,0.0003,236.0032770484686,5837.975800672644,164.87906645469394,0.08050735666733103,240.571312,1000.0,-55.10747615247965,,,,,,,,,,,,
0.0,40960,20,0.0029461397789418697,0.0552455373108387,4.227206707000732,-0.008999869227409363,0.0,1.0359020233154297,0.0003,249.20409704744816,5843.836075762659,164.3632688438556,0.08025550236516386,353.683612,1000.0,-55.8850166618824,True,16000,10,10,160.14420286084976,1000.0,0.0,8,-93.10494842529297,0.40811957518982456,99.9099543672055,1000000
0.0,43008,21,0.005343384575098753,0.0372721366584301,4.2258124351501465,0.00010864863725146279,0.0,1.2647786140441895,0.0003,362.071835719049,8069.029481738806,118.78305838008406,0.05799954022465042,366.639895,1000.0,-55.8850166618824,,,,,,,,,,,,
0.0,45056,22,0.004621612839400768,0.0485491082072258,4.222508430480957,0.00021073399693705142,0.0,1.1375693082809448,0.0003,373.1950700432062,7921.913532280786,120.73042656963206,0.058950403598453154,377.763146,1000.0,-55.8850166618824,,,,,,,,,,,,
0.0,47104,23,0.008906673640012741,0.07343750447034836,4.216887950897217,-0.0020890862215310335,0.0,0.44072362780570984,0.0003,385.64876125752926,7813.579249826463,122.14223078638337,0.05963976112616375,390.216851,1000.0,-55.8850166618824,,,,,,,,,,,,
0.0,49152,24,0.002980376360937953,0.0364583320915699,4.2149529457092285,-0.0020854969043284655,0.0,3.128863573074341,0.0003,398.35844492167234,7718.194870357402,123.38636378014922,0.06024724793952599,402.926499,1000.0,-52.34570932885011,,,,,,,,,,,,
0.0,51200,25,0.0038544603157788515,0.0468750037252903,4.213072299957275,-0.0039223916828632355,0.0,2.9907217025756836,0.0003,410.34410274773836,7615.986546998023,124.77332964493833,0.06092447736569254,414.912184,1000.0,-52.34570932885011,,,,,,,,,,,,
0.0,53248,26,0.0032736542634665966,0.052734375,4.2115373611450195,0.00687103345990181,0.0,41.366153717041016,0.0003,422.34727356396616,7521.030294619859,126.07634364646935,0.061560714671127614,426.915369,984.94,-54.289104161262514,,,,,,,,,,,,
0.0,55296,27,0.007348723243921995,0.03984374925494194,4.211358547210693,0.012056435458362103,0.0,44.44232940673828,0.0003,435.1703166309744,7446.247640130006,127.06749032905927,0.06204467301223597,439.738386,968.66,-57.87802223682404,,,,,,,,,,,,
0.0,57344,28,0.006164129823446274,0.07954545319080353,4.211230754852295,0.006542670540511608,0.0,1.0774202346801758,0.0003,447.0519459042698,7360.3909664953,128.27144703286774,0.06263254249651745,451.619984,968.66,-56.93926079273224,,,,,,,,,,,,
0.0,59392,29,0.0005731373094022274,0.0615234375,4.210782051086426,0.018410149961709976,0.0,0.3869740962982178,0.0003,458.05341265536845,7265.674821429982,129.6617345468519,0.06331139382170503,462.621544,968.66,-56.93926079273224,,,,,,,,,,,,
0.0,61440,30,0.0037633345928043127,0.0754523053765297,4.210177898406982,-0.003267503809183836,0.0,0.605654776096344,0.0003,468.27850807644427,7164.661173569598,131.20397144079524,0.0640644391800758,472.846618,968.66,-55.65390228748321,,,,,,,,,,,,
0.0,63488,31,0.0014351139543578029,0.048828125,4.2090606689453125,0.004278849344700575,0.0,1.4426689147949219,0.0003,480.52195274084806,7099.324334042207,132.12299591698348,0.06451318160008959,485.090047,968.66,-55.621023259162904,,,,,,,,,,,,
0.0,65536,32,0.0029576716478914022,0.0613839328289032,4.208164215087891,-0.01322538498789072,0.0,4.968069076538086,0.0003,492.95387480407953,7039.997524545762,132.94550129268532,0.064914795553069,497.521917,968.66,-55.090383610725404,,,,,,,,,,,,
0.0,67584,33,0.002105188323184848,0.06072443351149559,4.207152366638184,0.00492829317227006,0.0,1.0087671279907227,0.0003,504.23302684538066,6967.583643681624,134.03326716384274,0.06544593123234509,508.801064,968.66,-55.090383610725404,,,,,,,,,,,,
0.0,69632,34,0.004330046474933624,0.0494791679084301,4.205268859863281,0.005215773358941078,0.0,21.381025314331055,0.0003,515.2604711372405,6895.397481395424,135.13941763534467,0.06598604376725814,519.828526,962.72,-51.319161806106564,,,,,,,,,,,,
0.0,71680,35,0.005464265588670969,0.052734375,4.203200817108154,-0.0016210981411859393,0.0,1.911417007446289,0.0003,529.3164856601506,6865.990985420239,135.41992728717386,0.06612301137069036,533.884564,962.72,-51.2369138777256,,,,,,,,,,,,
0.0,73728,36,0.004248748999089003,0.0416666679084301,4.202202796936035,-0.00972407404333353,0.0,3.820450782775879,0.0003,541.7059148643166,6816.466095375983,136.1033689625984,0.06645672312626875,546.273981,962.72,-47.99982195496559,,,,,,,,,,,,
0.0,75776,37,0.0037341949064284563,0.0357142873108387,4.200562477111816,0.007921473123133183,0.0,4.839041233062744,0.0003,554.4460101965815,6773.23234077986,136.66975432492202,0.06673327847896583,559.014127,962.72,-47.99982195496559,,,,,,,,,,,,
0.0,77824,38,0.0032403713557869196,0.0771484375,4.199553489685059,-0.00045554526150226593,0.0,1.8720762729644775,0.0003,567.2593176085502,6732.47242740674,137.19298667158108,0.06698876302323295,571.827382,962.72,-43.29405198693276,,,,,,,,,,,,
0.0,79872,39,0.009603206999599934,0.0802951380610466,4.197126388549805,-0.004763387143611908,0.0,4.788687229156494,0.0003,580.1161844078451,6693.648281628982,137.68276449920032,0.06722791235312515,584.684319,962.72,-41.2632016146183,,,,,,,,,,,,
0.0,81920,40,0.0063725425861775875,0.04322917014360428,4.194012641906738,-0.003382969880476594,0.0,2.7815418243408203,0.0003,594.2252505365759,6670.178437273065,137.86018000081205,0.06731454101602151,702.928102,962.72,-41.01277629494667,True,16000,10,10,153.64924130477476,1000.0,0.0,8,-37.885731887817386,8.921813572957166,104.13328347168863,1000000
0.0,83968,41,0.006196378730237484,0.05849609524011612,4.191882610321045,0.002503631403669715,0.0,2.9792873859405518,0.0003,713.194450777024,7792.953998734311,117.73507198284706,0.05748782811662454,717.76257,962.72,-41.01277629494667,,,,,,,,,,,,
0.0,86016,42,0.0061591616831719875,0.0668402761220932,4.191041469573975,-0.003651978215202689,0.0,3.990522623062134,0.0003,727.783550132066,7745.696354976988,118.18898625063902,0.05770946594269483,732.351599,962.72,-33.27349683403969,,,,,,,,,,,,
0.0,88064,43,0.01201133243739605,0.1002604216337204,4.1906304359436035,-0.034846652299165726,0.0,3.5636956691741943,0.0003,740.3446488399059,7678.923567037163,118.95000543056968,0.05808105733914535,744.912714,962.72,-29.20109247148037,,,,,,,,,,,,
0.0,90112,44,0.006437764503061771,0.0501302108168602,4.190389156341553,-0.0007078641792759299,0.0,2.1467885971069336,0.0003,753.3191540874541,7618.7959902026605,119.61995060268805,0.058408179005218774,757.887203,962.72,-29.20109247148037,,,,,,,,,,,,
0.0,92160,45,0.006864633411169052,0.0784040242433548,4.190275192260742,0.0031899798195809126,0.0,2.8850314617156982,0.0003,766.6980327963829,7564.753923590977,120.20377783397228,0.05869325089549428,771.266128,962.72,-29.20109247148037,,,,,,,,,,,,
0.0,94208,46,0.002931907307356596,0.04443359375,4.191199779510498,-0.0021424368023872375,0.0,3.253662109375,0.0003,779.2162986081094,7504.191745291139,120.90096186165628,0.05903367278401186,783.784396,962.72,-26.49870254456997,,,,,,,,,,,,
0.0,96256,47,0.006289406213909388,0.03160511329770088,4.191389083862305,0.004199870862066746,0.0,2.697528600692749,0.0003,791.9947138391435,7448.120500359605,121.5361647218644,0.05934383043059785,796.563004,962.72,-25.212358261942864,,,,,,,,,,,,
